Día/mes/año,Temperatura (°c),Humedad (%),Lluvia (mm),Presion (mb),VelocidaddelViento (m/s),DirecciondelViento
Prom,Max,Min
17-Ago-2015,26.6,32.3,23.3,87.83,.1,988.68,.26,7
18-Ago-2015,26.95,32.4,24.2,87.63,0,988.99,.2,350
19-Ago-2015,25.38,30.1,21.7,89.46,5.1,990.21,.27,2
20-Ago-2015,24.73,30.2,21.5,87.96,0,990.15,.2,69
21-Ago-2015,25.64,31.3,21.7,88.13,0,989.06,.15,334
22-Ago-2015,26.41,33,22.4,86.75,0,987.19,.18,13
23-Ago-2015,27.07,33.2,23.2,86.25,0,986.55,.16,339
24-Ago-2015,26.48,31.6,23.9,89.83,0,987.43,.23,171
25-Ago-2015,24.93,29.1,22.4,88.17,0,987.62,.25,153
26-Ago-2015,26.3,32.6,22.2,88.25,0,986.33,.2,333
27-Ago-2015,23.6,25.3,21.7,95.42,25,989.42,.33,348
28-Ago-2015,24.5,30.4,20.7,87.88,0,991.37,.24,351
29-Ago-2015,25.6,32.3,20.9,84.42,0,990.5,.23,11
30-Ago-2015,26.03,33.6,21.5,83.04,0,989.84,.17,159
31-Ago-2015,25.88,33.7,20.5,83.75,0,990.23,.19,317
Día/mes/año,Temperatura (°c),Humedad (%),Lluvia (mm),Presion (mb),VelocidaddelViento (m/s),DirecciondelViento
Prom,Max,Min
01-Sep-2015,25.58,32,21.4,87,2.3,991.93,.32,328
02-Sep-2015,25.33,32.5,20.4,85,0,990.15,.25,1
03-Sep-2015,26.72,33.9,21.5,84,0,988.21,.16,15
04-Sep-2015,24.21,26.6,22.3,93.63,2.7,990.54,.25,94
05-Sep-2015,24.97,30,21.7,88.33,0,990.73,.18,6
06-Sep-2015,25.74,31.9,21.3,83.83,0,988.78,.2,34
07-Sep-2015,27.06,34,21.9,82.58,0,985.27,.27,5
08-Sep-2015,27.1,32.1,24.2,86.21,0,984.43,.23,10
09-Sep-2015,26.61,30.6,23.7,90.5,3.9,984.04,.19,3
10-Sep-2015,26.85,32.9,24.2,88.29,0,985.11,.2,2
11-Sep-2015,26.5,33.7,23.4,88.21,.7,986.78,.17,15
12-Sep-2015,19.99,25.1,16.7,95.75,48.4,991.71,.59,158
13-Sep-2015,19.96,24.5,16.8,86.13,0,993.22,.24,1
14-Sep-2015,22.65,30.2,17.9,84.38,0,991.43,.21,3
15-Sep-2015,24.99,33,19.2,85.13,0,989.03,.18,348
16-Sep-2015,26.99,34.8,21.6,82.13,0,986.91,.21,32
17-Sep-2015,27.76,35.2,22.5,82,0,985.55,.23,7
18-Sep-2015,28.21,34.9,23.6,84.58,0,985.63,.22,164
19-Sep-2015,24.22,26.6,22.3,96.92,10.1,988.26,.29,2
20-Sep-2015,26.21,33.5,21.9,87,0,987.78,.22,341
21-Sep-2015,27.37,34,22.7,83.71,0,986.05,.23,321
22-Sep-2015,28.13,34.6,23.8,83.21,0,985.12,.2,346
23-Sep-2015,28.23,34.6,23.8,82.95,0,984.85,.24,4
24-Sep-2015,28.45,34.7,23.7,83.46,0,985.4,.2,3
25-Sep-2015,26.83,32.1,23.9,84.63,0,986.79,.35,339
26-Sep-2015,24.71,30.9,23,92.96,18.5,988.09,.35,43
27-Sep-2015,25.03,29.9,22.8,91.83,1,988.39,.18,18
28-Sep-2015,26.84,33.2,23.2,84.71,0,986.43,.3,29
29-Sep-2015,26.68,33.2,22.8,85.71,0,983.97,.2,28
30-Sep-2015,28.22,34.6,24.3,82.75,0,983.63,.29,2
Día/mes/año,Temperatura (°c),Humedad (%),Lluvia (mm),Presion (mb),VelocidaddelViento (m/s),DirecciondelViento
Prom,Max,Min
01-Oct-2015,26.58,32.1,22.6,85.88,5.4,985.84,.3,308
02-Oct-2015,26.58,32.4,22.8,85.54,0,985.89,.25,47
03-Oct-2015,27,33.2,23.8,86.25,1,987.24,.25,6
04-Oct-2015,25.68,29.9,23.6,89.75,.3,990.37,.31,357
05-Oct-2015,27.21,33.7,22.8,83,0,988.28,.28,22
06-Oct-2015,28.94,35.6,24.4,78.83,0,986.32,.28,335
07-Oct-2015,29.18,36,23.8,76.71,0,985.09,.35,329
08-Oct-2015,24.98,29.2,22.9,91,53.8,986.16,.46,338
09-Oct-2015,25.16,28.7,22.9,94.67,15.3,985.99,.26,335
10-Oct-2015,25.53,32.9,21,88.54,0,987.19,.42,200
11-Oct-2015,19.75,22.2,18.1,92.58,20.1,991.5,.43,169
12-Oct-2015,18.76,20.4,17.1,91.92,.3,992.89,.36,147
13-Oct-2015,21.57,27,18.2,86.08,0,990.63,.22,165
14-Oct-2015,25.18,33.6,18.6,81.88,0,987.04,.32,17
15-Oct-2015,27.91,34.7,23.1,81.17,0,986.06,.23,44
16-Oct-2015,26.28,30.4,23.4,87.79,1.1,988.25,.31,1
17-Oct-2015,27.25,35.5,21.6,81.04,0,989.2,.33,148
18-Oct-2015,25.33,28.5,23.3,90.38,0,991.08,.18,15
19-Oct-2015,26.66,34.2,21.5,83.71,0,988.74,.22,338
20-Oct-2015,27.96,34.7,23.3,81.83,0,987.25,.26,357
21-Oct-2015,28.47,35.4,23.4,80.71,0,986.24,.27,350
22-Oct-2015,28.96,35.3,24,80.33,0,985.19,.22,339
23-Oct-2015,29.61,36.4,24.6,79.71,0,985.1,.24,51
24-Oct-2015,24.25,27.2,22,95.38,26.5,987.9,.31,290
25-Oct-2015,25.41,32.2,21.3,42.79,-999,905.1,-41.42,351
26-Oct-2015,27.44,34.5,22.6,-334.92,-999,478.18,-41.37,323
27-Oct-2015,27.86,34.4,23.9,81.38,0,987.41,.21,342
28-Oct-2015,27.44,35.1,22.8,81.96,1.7,986.96,.35,310
29-Oct-2015,24.52,27.9,22.6,95.38,36.3,987.47,.24,205
30-Oct-2015,24.18,25.3,23.6,96.88,5.5,986.85,.16,359
31-Oct-2015,24.92,29.9,23.3,93.96,5.3,985.82,.2,50
Día/mes/año,Temperatura (°c),Humedad (%),Lluvia (mm),Presion (mb),VelocidaddelViento (m/s),DirecciondelViento
Prom,Max,Min
01-Nov-2015,25.32,32,22.6,91.65,11.3,985.08,.27,340
02-Nov-2015,23.32,24.8,22.2,97.91,85.5,986,.23,7
03-Nov-2015,24.26,29.2,22.7,95.3,31.7,986.13,.15,360
04-Nov-2015,25.43,30.8,22,90.42,-999,469.17,.2,257
05-Nov-2015,24.11,27.5,23.2,95.79,27,988,.18,295
06-Nov-2015,23.49,26.2,22,92.46,0,990.4,.29,157
07-Nov-2015,25.1,30.6,21.1,85.78,0,989.22,.21,34
08-Nov-2015,25.83,31.7,22.6,88.39,3.2,987.81,.23,185
09-Nov-2015,27.87,34.5,23.5,79.33,0,987.39,.3,35
10-Nov-2015,28.4,35.4,22.9,79.04,0,986.78,.23,30
11-Nov-2015,25.63,30.7,23.5,92.5,-945.3,987.22,.29,166
12-Nov-2015,427.58,9657.3,23.3,88.75,0,987.72,.16,1
13-Nov-2015,27.55,34.9,22.5,81.75,0,985.73,.22,11
14-Nov-2015,-14.05,35.7,-999,36.13,-999,903.56,-41.39,10
15-Nov-2015,26.62,34.5,23.5,85.83,0,986.16,.3,8
16-Nov-2015,27.45,34.7,22.3,82.13,-999,897.85,.26,64
17-Nov-2015,26.5,32.7,23.7,87.08,.4,983.85,.24,349
18-Nov-2015,27.02,33.6,23.4,85.42,0,983.19,.25,33
19-Nov-2015,27.76,33.2,23.9,85.42,0,982.65,.25,7
20-Nov-2015,27.58,33.5,24.3,86.79,1.3,982.76,.27,6
21-Nov-2015,23.38,29.4,18.7,86.96,13.3,985.82,.46,170
22-Nov-2015,26.07,32.3,21.8,84.5,0,985.91,.23,334
23-Nov-2015,27.52,33.5,23.2,83.96,0,984.24,.22,336
24-Nov-2015,28.83,34.8,24,81.83,0,982.33,.25,5
25-Nov-2015,29.08,34.7,24.7,83.33,0,983.43,.22,26
26-Nov-2015,28.63,34.7,24.8,85.87,5.1,984.13,.29,29
27-Nov-2015,25.52,27.4,24.3,96.1,2.9,984.64,.2,291
28-Nov-2015,27.31,33.8,23.1,83.67,0,984.03,.27,344
29-Nov-2015,25.72,31.6,23,93.17,35,986.15,.28,5
30-Nov-2015,22.12,22.8,21.3,97.67,-959.8,990.05,.38,173
Día/mes/año,Temperatura (°c),Humedad (%),Lluvia (mm),Presion (mb),VelocidaddelViento (m/s),DirecciondelViento
Prom,Max,Min
01-Dic-2015,23.18,26.3,20.8,93.63,.3,989.95,.18,15
02-Dic-2015,25.92,32,22,86.96,0,988.53,.24,37
03-Dic-2015,27.11,33.1,22.6,83.5,0,986.91,.18,8
04-Dic-2015,28.37,35.1,23.4,81.88,0,985.78,.25,8
05-Dic-2015,27,32.4,24.4,88.58,0,985.54,.25,13
06-Dic-2015,23.7,24.8,22.2,97.54,67,987.56,.26,5
07-Dic-2015,23.04,25.5,21.2,93.08,.1,988.9,.18,1
08-Dic-2015,24.56,30.6,21,89.92,0,987.95,.14,342
09-Dic-2015,25.85,32.7,22.4,87,0,988.64,.23,348
10-Dic-2015,27.3,32,23.3,81.44,0,988.91,.23,352
11-Dic-2015,27.48,33.9,22.7,82.38,0,987.04,.22,342
12-Dic-2015,28.73,34.5,24.6,80.8,0,986.17,.27,2
13-Dic-2015,27.9,33.7,24.9,87.96,3.8,985.01,.22,9
14-Dic-2015,25.64,27.4,24.5,96.53,4.2,985.93,.19,302
15-Dic-2015,27.15,33,23.1,86.04,0,986.03,.23,36
16-Dic-2015,24.98,30.1,23.2,94.13,24.3,987.78,.19,207
17-Dic-2015,26.14,32.1,22.6,89.46,0,986.34,.16,10
18-Dic-2015,25.44,31.2,23.2,92.08,17.4,986.38,.25,11
19-Dic-2015,25.79,30.7,23,90.75,7.9,988.08,.24,353
20-Dic-2015,25.13,28.4,23.5,93.88,1.5,988.7,.25,3
21-Dic-2015,25.45,30,22.8,91,.1,986.63,.17,13
22-Dic-2015,24.76,27.9,22.7,92.88,2.7,986.21,.21,3
23-Dic-2015,25.93,31.4,22.8,89.79,.8,985.77,.15,3
24-Dic-2015,25.77,29,23.8,93.88,12.7,987.73,.13,2
25-Dic-2015,26.02,32.2,23.5,90.08,1,988.57,.2,6
26-Dic-2015,26.26,30.8,23.8,90.21,.5,987.17,.2,357
27-Dic-2015,25.6,29.3,23.5,91.87,.2,986.54,.15,38
28-Dic-2015,26.51,32.4,23.3,88.17,0,985.88,.16,325
29-Dic-2015,26.14,30.2,24,91.42,.1,988.24,.19,3
30-Dic-2015,26.35,32,22.9,87.71,5.6,989,.3,49
31-Dic-2015,26.11,31,23.5,90.88,8.3,986.74,.26,10
Día/mes/año,Temperatura (°c),Humedad (%),Lluvia (mm),Presion (mb),VelocidaddelViento (m/s),DirecciondelViento
Prom,Max,Min
01-Ene-2016,26.23,30.4,24.2,92.63,3.5,985.75,.22,5
02-Ene-2016,25.9,29.9,23.7,93.57,5.7,986.96,.22,4
03-Ene-2016,24.18,27.2,22.6,97.67,48.2,987.08,.28,2
04-Ene-2016,26.06,32.3,22,87.54,0,986.43,.3,11
05-Ene-2016,25.95,29,23.9,92,0,987.9,.29,18
06-Ene-2016,27.29,32.3,23.1,86.25,0,988.21,.27,42
07-Ene-2016,25.87,30.7,22.9,92,4.9,987.22,.19,10
08-Ene-2016,26.14,31.1,23.8,92.75,.5,985.2,.14,176
09-Ene-2016,24.9,26.6,23.8,96.42,28.5,984.5,.12,348
10-Ene-2016,26.09,30.7,23,92.21,19.8,984.95,.2,28
11-Ene-2016,25.8,29.2,24.1,93.42,1.1,986.5,.16,12
12-Ene-2016,25.93,30.6,23.7,92.5,47.5,985.88,.16,9
13-Ene-2016,27.15,32,24.1,89.46,0,985.5,.2,287
14-Ene-2016,26.35,31.5,24.3,91.29,18.2,985.15,.2,349
15-Ene-2016,24.48,28.8,22.1,94.08,15.8,985.85,.23,3
16-Ene-2016,26.84,31.5,24.5,93.25,13.8,985.65,.13,15
17-Ene-2016,26.69,30.6,24.5,93.75,8.6,985.53,.18,336
18-Ene-2016,25.23,25.5,24.7,98.33,.8,986.33,,14
Día/mes/año,Temperatura (°c),Humedad (%),Lluvia (mm),Presion (mb),VelocidaddelViento (m/s),DirecciondelViento
Prom,Max,Min
05-Feb-2016,-999,-999,-999,-999,-999,-999,-999,-999
12-Feb-2016,-999,-999,-999,-999,-999,-999,-999,-999
Día/mes/año,Temperatura (°c),Humedad (%),Lluvia (mm),Presion (mb),VelocidaddelViento (m/s),DirecciondelViento
Prom,Max,Min
15-Mar-2016,-228.99,32.9,-999,-188.75,-2996,657.07,-249.67,-999
16-Mar-2016,26.54,33.7,22.4,87.59,0,989.65,.13,332
17-Mar-2016,27.94,34,23.5,85.96,-999,988.3,.15,16
18-Mar-2016,28.61,34.1,25.1,85.29,0,986.76,.28,22
19-Mar-2016,26.25,30.6,24.5,93.13,12.1,989.06,.26,5
20-Mar-2016,25.8,31,23.6,92,1,989.53,.11,1
21-Mar-2016,27.65,32.4,23,85.58,0,988.64,.14,266
22-Mar-2016,26.14,31.9,24.7,93.11,.1,989.53,.17,19
23-Mar-2016,26.38,30.3,23.9,91.13,0,988.18,.06,6
24-Mar-2016,26.78,31.9,24.3,90.96,1.3,985.78,.09,280
25-Mar-2016,23.94,27.4,20.9,96.94,32.5,987.87,.17,175
26-Mar-2016,22.93,25.7,21,94.83,0,992.15,.03,242
27-Mar-2016,24.19,27.2,22.6,90.88,0,991.79,.01,1
28-Mar-2016,25.53,28.7,23,88.32,0,990.71,.02,7
29-Mar-2016,25.33,30.8,22.1,89.63,0,990.61,.01,164
30-Mar-2016,26.97,32.4,23.9,88.87,9.4,990.13,.1,300
31-Mar-2016,26.32,31.2,24.5,91.83,.6,990.28,.06,306
Día/mes/año,Temperatura (°c),Humedad (%),Lluvia (mm),Presion (mb),VelocidaddelViento (m/s),DirecciondelViento
Prom,Max,Min
01-Abr-2016,27.1,33.2,23.1,87.42,0,988.88,.02,265
02-Abr-2016,26.53,31.6,23.6,89.58,2.3,988,.11,17
03-Abr-2016,25.9,30.1,23.1,93.13,2.4,987.91,.03,343
04-Abr-2016,25.78,29,24.4,95.27,31.8,990.13,.09,163
05-Abr-2016,27.55,32.3,23.9,88.11,0,989.34,.07,26
06-Abr-2016,27.33,30.5,23.9,88,3.6,987.38,.04,335
07-Abr-2016,26.83,32.7,22.7,88.13,0,987.26,.04,338
08-Abr-2016,27.81,33.2,24.3,87.06,0,986.74,.11,26
11-Abr-2016,25.53,28.7,22.9,94.61,34.1,987.81,.1,12
12-Abr-2016,25.63,30.4,23.2,91.88,12.2,989.27,.03,160
13-Abr-2016,25.91,30.6,23.4,91.25,0,988.05,.08,2
14-Abr-2016,26.46,31.2,24,91.17,4.6,987.15,.1,29
15-Abr-2016,25,26.8,23.6,95.71,.6,987.81,.1,54
16-Abr-2016,25.58,30.2,23,92.33,0,987.67,.05,8
17-Abr-2016,26.7,32.5,24,90.5,0,988.53,.13,356
18-Abr-2016,27.47,32.9,23.8,87.39,0,988.36,.13,355
19-Abr-2016,27.88,33.1,24.4,87.79,0,987.4,.12,1
20-Abr-2016,23.16,25.9,21.7,98.79,83.6,988.4,.15,12
21-Abr-2016,24.23,28.5,21.6,95.25,.1,987.16,.1,179
22-Abr-2016,25.09,28.3,23.7,95.5,24.6,989.33,.05,2
23-Abr-2016,26.18,31.5,23.5,91.54,3.2,986.63,.06,349
24-Abr-2016,27,30.8,24.1,92.33,.1,984.44,.06,304
25-Abr-2016,24.71,26.5,21.9,97.75,90.1,983.6,.18,47
26-Abr-2016,24.53,26.6,19,98,19.6,984.63,.16,352
27-Abr-2016,16.89,20.6,14.7,86.67,1.7,994.93,.14,158
28-Abr-2016,17.25,22.6,13.5,87.17,0,995.24,,206
29-Abr-2016,19.38,26,15.1,84.25,0,992.81,,344
30-Abr-2016,20.81,25.5,18.1,83.67,0,993.95,.06,336
Día/mes/año,Temperatura (°c),Humedad (%),Lluvia (mm),Presion (mb),VelocidaddelViento (m/s),DirecciondelViento
Prom,Max,Min
01-May-2016,20.44,26.4,17.8,83.71,0,993,.02,352
02-May-2016,20.84,28.5,16.4,87.74,0,991.51,.01,252
03-May-2016,23.12,30,18,85.32,0,991.83,,329
04-May-2016,24.1,30.3,20.1,87.25,0,991.67,.01,333
05-May-2016,24.34,29.7,20.8,89.08,0,990.1,,30
06-May-2016,25.34,30.6,21.9,90.42,0,989.19,,35
07-May-2016,24.53,28.2,22.5,93.3,0,988.97,.02,344
08-May-2016,24.45,27.4,23.1,94.96,5.9,988.83,.08,24
09-May-2016,25.12,29.8,22.3,92.58,0,987.95,,9
10-May-2016,25.59,30,23,93.75,27.5,987.95,.04,291
11-May-2016,25.17,30,23.4,94.46,1.3,989.28,.02,22
12-May-2016,23.93,26.8,22.3,94.83,6.1,991.55,.05,19
13-May-2016,24.92,28.1,22.7,93.21,.1,992.1,.01,180
14-May-2016,25.02,29.1,22.8,91.33,0,991.67,.1,188
15-May-2016,25.3,31,21.9,92.04,0,990.04,,324
16-May-2016,26.3,31.8,23.6,90.25,0,990.26,.04,167
17-May-2016,21.05,24.5,18.9,94.33,5,991.54,.09,106
18-May-2016,20.46,21.6,19.8,96.5,3.4,991.44,,175
19-May-2016,19.61,21.2,18.5,95.96,1.5,992.05,.02,179
20-May-2016,21.39,23.6,19.5,93.46,0,992.1,.04,41
21-May-2016,23.7,27.7,21.2,92.7,0,992.49,.01,17
22-May-2016,23.55,25.1,22.2,93.79,0,992.67,.01,162
23-May-2016,20.62,23.1,17.2,85.54,.2,996.46,.07,164
24-May-2016,20.1,25.6,17.3,86.46,0,996.15,.03,204
25-May-2016,21.79,27,17.9,90.42,0,992.92,,336
26-May-2016,23.85,27.7,20.7,91.25,0,990.31,,263
27-May-2016,24.5,28.1,22.4,91.33,0,991.29,.05,176
28-May-2016,20.68,22.6,19.5,88.46,0,994.17,.02,8
29-May-2016,20.93,23.7,19.1,90.08,0,992.83,,159
30-May-2016,22.4,26.3,19.8,91.13,0,989.05,.03,328
31-May-2016,24.1,29,21.3,90.38,0,988.2,.04,311
Día/mes/año,Temperatura (°c),Humedad (%),Lluvia (mm),Presion (mb),VelocidaddelViento (m/s),DirecciondelViento
Prom,Max,Min
01-Jun-2016,25.06,29.8,22.1,91.67,.1,987.53,.03,289
02-Jun-2016,25.72,29.2,23.5,92.71,.3,987.5,.03,7
03-Jun-2016,25.83,30.9,23.2,91.42,4.7,987.13,.03,8
04-Jun-2016,25.82,31.2,22.6,91.29,1,986.64,.04,339
05-Jun-2016,25.42,29.4,22.7,92.83,5.2,987.09,.01,12
06-Jun-2016,24.93,28.8,23.1,95.13,2.3,988.67,.05,212
07-Jun-2016,24,27.5,20.4,96.21,27.3,990.2,.07,192
08-Jun-2016,17.99,19.8,17.2,96.83,13.6,994.86,.07,161
09-Jun-2016,18.4,20.7,16.7,92.46,0,996.2,.03,171
10-Jun-2016,19.48,21.4,17.7,93.83,0,996.37,,164
11-Jun-2016,18.87,21.1,16.8,85.38,0,999.02,.06,177
12-Jun-2016,17.58,21.4,15.3,87.04,0,999.92,.03,177
13-Jun-2016,18.52,25.3,13.7,87.92,0,997.09,,7
14-Jun-2016,20.85,28.3,15.8,88.54,0,995.22,.01,331
15-Jun-2016,22.38,29.9,17.5,89.13,0,995.15,.05,326
16-Jun-2016,23.2,30.1,19.3,89.38,0,993.91,.01,317
17-Jun-2016,23.31,29.9,18.9,90.08,0,992.75,.03,327
18-Jun-2016,22.54,27.3,19.8,88.04,0,993.18,.05,336
19-Jun-2016,21.03,26.7,17.4,88.33,0,993.92,.02,9
20-Jun-2016,20.88,26.7,17,87.33,0,994.06,.04,69
21-Jun-2016,20.05,25.7,17,86.54,0,994.75,.04,2
22-Jun-2016,18.85,24.4,16.4,88.43,0,995.5,.01,26
23-Jun-2016,19.75,26.9,14.7,86.42,0,993.78,.03,328
24-Jun-2016,21.16,27.7,16.5,89.58,0,990.79,,179
25-Jun-2016,22.98,29,18.5,89.71,0,990.31,,11
26-Jun-2016,23.24,27.1,21.4,93.71,0,991.46,,5
27-Jun-2016,20.42,22.3,18.9,97.75,37.3,994.25,.04,168
28-Jun-2016,19.6,22.1,17.9,94.92,0,995.57,.04,191
29-Jun-2016,20.33,24.4,18,94.74,0,993.23,.03,20
30-Jun-2016,21.25,28.3,17.5,92.17,0,991.78,,315
Día/mes/año,Temperatura (°c),Humedad (%),Lluvia (mm),Presion (mb),VelocidaddelViento (m/s),DirecciondelViento
Prom,Max,Min
01-Jul-2016,22.41,29.5,18,89.83,0,992.23,,320
02-Jul-2016,22.63,29.8,18.3,90.79,0,992.03,.04,315
03-Jul-2016,23.33,29.9,19.1,90,0,991.45,.03,324
04-Jul-2016,23.44,27.5,20.7,94.33,0,990.68,.01,74
05-Jul-2016,24.82,30.4,21.1,89.71,0,990.13,.03,344
06-Jul-2016,24.62,29.9,19.8,91.5,14.2,991.57,.12,181
07-Jul-2016,17.9,19.2,16.4,96.54,23.3,995.71,.08,39
08-Jul-2016,20.95,26.6,18.1,94.63,0,993.6,.02,6
09-Jul-2016,23.07,29.5,19,90.88,0,991.73,.06,36
10-Jul-2016,24.21,30.7,20,88.96,0,989.72,.09,313
11-Jul-2016,24.59,30.6,20.4,89.17,0,988.43,.1,21
12-Jul-2016,25.35,31.3,21.4,89.38,0,987.7,.08,312
13-Jul-2016,25.77,31.7,22.5,88.33,0,988.31,.1,307
14-Jul-2016,25.83,31.2,22.9,88.75,.5,988.45,.06,349
15-Jul-2016,25.76,31.1,22,89.63,0,987.41,.08,1
16-Jul-2016,25.26,31.1,22.4,91.71,20.1,989.37,.07,321
17-Jul-2016,18.98,22.6,15.8,85.67,4.9,995.15,.14,171
18-Jul-2016,21.49,26.6,16.4,79.82,0,992.68,.1,12
19-Jul-2016,21.52,27.2,18.5,86.38,0,993.73,.1,312
20-Jul-2016,19.83,26.2,15.7,86.13,0,994.2,.09,23
21-Jul-2016,21.06,28.3,16.3,87.5,0,993.28,.03,320
22-Jul-2016,21.97,28.5,17.5,88.5,0,991.98,.02,317
23-Jul-2016,22.66,29,18.1,89.42,0,989.98,.02,338
24-Jul-2016,23.58,30.6,19.1,88.29,0,989.8,.04,6
25-Jul-2016,23.64,29.3,19.7,90.96,0,989.17,.01,7
26-Jul-2016,25.05,31.8,21.3,87.29,0,988.99,.03,254
27-Jul-2016,24.72,30.5,21.6,84.08,0,991.1,.1,168
28-Jul-2016,22.68,29.1,18.1,86.17,0,991.37,.01,341
29-Jul-2016,22.93,29,19.8,87.79,0,990.69,.02,2
30-Jul-2016,23.27,30.9,19.3,88.96,0,989.75,.01,332
31-Jul-2016,24.54,31.5,19.5,85.62,0,988.95,.01,335
Día/mes/año,Temperatura (°c),Humedad (%),Lluvia (mm),Presion (mb),VelocidaddelViento (m/s),DirecciondelViento
Prom,Max,Min
01-Ago-2016,24.85,32.6,20.1,86.5,0,989.83,.03,314
02-Ago-2016,25.1,32.3,20.3,86.79,0,991.46,.01,334
03-Ago-2016,24.79,31.7,20.6,86.92,0,991.02,.01,316
04-Ago-2016,24.85,32.2,20.5,87.75,0,990,,333
05-Ago-2016,25.65,33.1,21.3,86,0,988.68,.04,336
06-Ago-2016,26.83,33.6,22.8,84.08,0,988.3,.07,8
07-Ago-2016,26.94,34.1,22.9,84.88,0,989.14,.05,28
08-Ago-2016,26.28,32.8,22.7,86.54,0,988.18,.08,57
09-Ago-2016,23.56,26.9,20.1,90.5,1.5,991.72,.15,163
10-Ago-2016,20.35,23.1,18.9,90.17,.9,995.75,,333
11-Ago-2016,21.67,27.7,19,86.96,0,993.14,,76
12-Ago-2016,22.63,30.1,17.7,85.88,0,990.33,.01,285
13-Ago-2016,24.52,33.2,19.2,83.71,0,988.45,.07,199
14-Ago-2016,25.73,33.3,21.4,84,0,987.19,.04,292
15-Ago-2016,26.78,33.6,22.9,82.71,0,986.6,.06,314
16-Ago-2016,26.92,34.6,22.1,82.5,0,987.08,.05,356
17-Ago-2016,27.53,35.1,22.7,82.13,0,987.33,.06,38
18-Ago-2016,27.8,35.2,23.5,82.96,0,987.17,.03,6
